datetime,COppm,H2Sppm,NH3ppm,NO2ppm,O2percentage
2021-10-25 00:00:00+00:00,0.75,1.0,4.0,0.0,11.29686098654707
2021-10-25 01:00:00+00:00,0.6166666666666667,1.0,3.8,0.0,12.139712918660267
2021-10-25 02:00:00+00:00,0.5166666666666667,1.0,3.0,0.0,10.599999999999994
2021-10-25 03:00:00+00:00,0.8333333333333334,1.0,3.0,0.0,11.306666666666661
2021-10-25 04:00:00+00:00,0.9166666666666666,1.0,3.0,0.0,13.322513089005229
2021-10-25 05:00:00+00:00,1.0,1.05,4.2,0.0,10.602499999999992
2021-10-25 06:00:00+00:00,0.8333333333333334,1.0,3.6,0.0,10.602499999999992
2021-10-25 07:00:00+00:00,0.9,1.0,3.0833333333333335,0.0,13.462433862433853
2021-10-25 08:00:00+00:00,0.8833333333333333,1.0,3.1,0.0,10.599999999999994
2021-10-25 09:00:00+00:00,0.6833333333333333,1.0,3.566666666666667,0.0,10.588333333333333
2021-10-25 10:00:00+00:00,0.9166666666666666,1.0,4.0,0.0,12.597014925373108
2021-10-25 11:00:00+00:00,0.9166666666666666,1.0,4.0,0.0,11.722222222222197
2021-10-25 12:00:00+00:00,1.0,1.1333333333333333,4.0,0.0,10.549999999999978
2021-10-25 13:00:00+00:00,1.0,1.0,4.0,0.0,11.09649122807015
2021-10-25 14:00:00+00:00,1.0,1.1,4.0,0.0,12.504950495049489
2021-10-25 15:00:00+00:00,0.9666666666666667,1.1666666666666667,4.0,0.0,10.480000000000024
2021-10-25 16:00:00+00:00,0.9166666666666666,1.25,4.0,0.0,10.515481171548123
2021-10-25 17:00:00+00:00,0.9,1.6833333333333333,4.0,0.0,13.645652173913074
2021-10-25 18:00:00+00:00,0.8,1.2833333333333334,4.0,0.0,10.450000000000022
2021-10-25 19:00:00+00:00,0.7333333333333333,1.2166666666666666,4.0,0.0,10.453333333333356
2021-10-25 20:00:00+00:00,0.8,1.6333333333333333,4.483333333333333,0.0,12.666666666666694
2021-10-25 21:00:00+00:00,0.8,1.2666666666666666,4.733333333333333,0.0,11.196428571428596
2021-10-25 22:00:00+00:00,0.6166666666666667,1.0,4.5,0.0,10.450000000000022
2021-10-25 23:00:00+00:00,0.5666666666666667,1.0,4.4,0.0,11.55760368663597
2021-10-26 00:00:00+00:00,0.65,1.0,4.15,0.0,13.295238095238101
2021-10-26 01:00:00+00:00,0.35,1.0,3.8333333333333335,0.0,10.54833333333331
2021-10-26 02:00:00+00:00,0.5833333333333334,1.0,3.0,0.0,10.948275862068957
2021-10-26 03:00:00+00:00,0.7166666666666667,1.0,3.0,0.0,13.978021978021971
2021-10-26 04:00:00+00:00,0.6,0.8833333333333333,2.816666666666667,0.0,10.602499999999992
2021-10-26 05:00:00+00:00,0.9166666666666666,1.0,4.833333333333333,0.0,10.595833333333324
2021-10-26 06:00:00+00:00,0.7333333333333333,0.9833333333333333,4.766666666666667,0.0,13.750270270270263
2021-10-26 07:00:00+00:00,0.8666666666666667,1.0,3.0166666666666666,0.0,11.723502304147459
2021-10-26 08:00:00+00:00,0.95,1.0,3.1,0.0,10.599999999999994
2021-10-26 09:00:00+00:00,0.75,1.0,3.4166666666666665,0.0,12.053080568720368
2021-10-26 10:00:00+00:00,0.8,1.0,3.7666666666666666,0.0,12.542574257425715
2021-10-26 11:00:00+00:00,1.0,1.0,3.8333333333333335,0.0,10.549999999999978
2021-10-26 12:00:00+00:00,0.9833333333333333,1.0,3.2666666666666666,0.0,10.549999999999978
2021-10-26 13:00:00+00:00,0.8666666666666667,1.0,3.8666666666666667,0.0,13.68756756756754
2021-10-26 14:00:00+00:00,0.95,1.0,3.783333333333333,0.0,10.549999999999978
2021-10-26 15:00:00+00:00,0.8333333333333334,1.0,3.6,0.0,10.549999999999978
2021-10-26 16:00:00+00:00,0.7333333333333333,1.0,3.1333333333333333,0.0,11.777674418604624
2021-10-26 17:00:00+00:00,0.6,1.0,3.933333333333333,0.0,11.562557077625545
2021-10-26 18:00:00+00:00,0.6166666666666667,1.0,3.6666666666666665,0.0,10.549999999999978
2021-10-26 19:00:00+00:00,0.4166666666666667,1.0,4.0,0.0,10.549999999999978
2021-10-26 20:00:00+00:00,0.2,1.0,3.9,0.0,12.173076923076897
2021-10-26 21:00:00+00:00,0.31666666666666665,1.0,4.0,0.016666666666666666,10.547499999999978
